iter	MAE
993	0.09339695626
994	0.09338603767
995	0.0933571069
996	0.0933343446
997	0.09330606943
998	0.09328397397
999	0.09324832635
1000	0.0932279861
1001	0.09320683178
1002	0.0931842017
1003	0.09316826994
1004	0.09313466293
1005	0.09311687727
1006	0.09308086068
1007	0.09306613264
1008	0.0930399463
1009	0.0929981632
1010	0.09296813315
1011	0.09293917161
1012	0.09291542211
1013	0.0928763091
1014	0.09285068251
1015	0.09283403436
1016	0.09279761971
1017	0.09278008943
1018	0.09274502714
1019	0.09273967276
1020	0.09272585967
1021	0.09265947655
1022	0.09262617967
1023	0.09259250345
1024	0.09258070284
1025	0.09256595999
1026	0.09256004165
1027	0.09253841245
1028	0.09248548827
1029	0.09246101422
1030	0.09243899879
1031	0.09242486868
1032	0.09240151928
1033	0.09237085228
1034	0.09235742773
1035	0.09232206185
1036	0.09230940124
1037	0.09227777003
1038	0.09226999928
1039	0.09225537278
1040	0.09222017581
1041	0.09221155851
1042	0.09217721854
1043	0.09215716393
1044	0.09213992497
1045	0.09211441319
1046	0.09209597558
1047	0.09208040402
1048	0.09205292093
1049	0.09202043399
1050	0.09199387331
1051	0.09193245114
1052	0.09190735971
1053	0.09187801365
1054	0.09186512648
1055	0.09182237705
1056	0.09179020117
1057	0.09175666295
1058	0.09173002108
1059	0.09170591381
1060	0.09168628744
1061	0.09167112952
1062	0.09165656716
1063	0.09164404867
1064	0.09162740621
1065	0.0916158418
1066	0.09159429217
1067	0.09158154696
1068	0.09155896013
1069	0.09153319244
1070	0.09150445634
1071	0.09146056389
1072	0.0914422213
1073	0.09140384007
1074	0.0913669128
1075	0.09133682567
1076	0.09131284957
1077	0.09127730915
1078	0.09126620789
1079	0.09123290484
1080	0.09121839182
1081	0.09119366519
1082	0.09117339714
1083	0.09115985944
1084	0.0911032545
1085	0.09108237487
1086	0.09104304737
1087	0.09102244337
1088	0.09097894063
1089	0.09096283906
1090	0.0909409484
1091	0.09091755712
1092	0.09090304538
1093	0.09087616511
1094	0.09083013095
1095	0.09080022053
1096	0.09076885139
1097	0.09075516484
1098	0.09074789983
1099	0.09072808709
1100	0.09072030208
1101	0.09069386331
1102	0.09065352096
1103	0.09063911822
1104	0.09063435314
1105	0.09061067399
1106	0.09058716901
1107	0.09058420734
1108	0.0905565896
1109	0.09053983556
1110	0.09048917724
1111	0.09046834142
1112	0.09045604713
1113	0.0904150293
1114	0.09039050248
1115	0.09038169886
1116	0.0903565309
1117	0.09032829631
1118	0.09029756016
1119	0.09028475084
1120	0.09027258986
1121	0.09025689246
1122	0.09023526872
1123	0.09021969235
1124	0.09020887929
1125	0.09019405333
1126	0.09014283598
1127	0.09012055396
1128	0.09008702372
1129	0.09006584939
1130	0.09003724199
1131	0.09002184776
1132	0.08999457695
1133	0.0899687722
1134	0.08993751226
1135	0.08993188996
1136	0.08991484195
1137	0.08989844534
1138	0.08988196962
1139	0.08986077874
1140	0.08985253131
1141	0.08982856839
1142	0.08979829842
1143	0.0897834128
1144	0.08976889491
1145	0.08975196485
1146	0.08972555468
1147	0.08971179753
1148	0.08969828871
1149	0.08968388578
1150	0.08967377334
1151	0.08965455436
1152	0.08963989539
1153	0.08963188883
1154	0.08962530931
1155	0.08961039588
1156	0.08959446173
1157	0.0895744372
1158	0.08955486636
1159	0.08951190382
1160	0.0895009524
1161	0.0894827568
1162	0.0894686949
1163	0.08943405729
1164	0.08942339131
1165	0.08940160257
1166	0.08936226994
1167	0.0893364782
1168	0.08932742419
1169	0.08931760857
1170	0.08929673963
1171	0.08926512393
1172	0.08925001777
1173	0.08922113353
1174	0.0891701085
1175	0.08915448879
1176	0.08913756616
1177	0.08911864858
1178	0.08911452516
1179	0.08910882946
1180	0.08908189937
1181	0.08905661427
1182	0.08901834189
1183	0.08898969884
1184	0.08897464936
1185	0.08896298479
1186	0.08895359552
1187	0.08892681927
1188	0.08888265859
1189	0.0888175221
1190	0.08880925983
1191	0.08879526507
1192	0.08877091712
1193	0.08875927175
1194	0.08873279087
1195	0.08871589774
1196	0.08869814065
1197	0.08867802669
1198	0.08866424134
1199	0.08864743062
1200	0.08861180438
1201	0.08859320984
1202	0.08858601913
1203	0.08854423332
1204	0.08850372959
1205	0.08848272564
1206	0.08846257095
1207	0.088445389
1208	0.08842149025
1209	0.08839377778
1210	0.08837897209
1211	0.08836520814
1212	0.08835098815
1213	0.08831979774
1214	0.08829984437
1215	0.08827682309
1216	0.08826561141
1217	0.08823423315
1218	0.08822113966
1219	0.08818383314
1220	0.08816231881
1221	0.08813925353
1222	0.08810526697
1223	0.08805430063
1224	0.08803465042
1225	0.08798232264
1226	0.08795203797
1227	0.08793100931
1228	0.08791113406
1229	0.08789451435
1230	0.08787848949
1231	0.08785860586
1232	0.08783038975
1233	0.08780638499
1234	0.08777526404
1235	0.08774518197
1236	0.08772098304
1237	0.08769401465
1238	0.08766958572
1239	0.08765199004
1240	0.08763155646
1241	0.08757233533
1242	0.08754394081
1243	0.08753057358
1244	0.08752594071
1245	0.08750405453
1246	0.0874619266
1247	0.08743766784
1248	0.08741816867
1249	0.08739825668
1250	0.08735945669
1251	0.08734835541
1252	0.08732222319
1253	0.08728207096
1254	0.08726202893
1255	0.08723015976
1256	0.08721404682
1257	0.0871884086
1258	0.08716793376
1259	0.08714722332
1260	0.08712800273
1261	0.08709176115
1262	0.08706853495
1263	0.08705194387
1264	0.08703662586
1265	0.0870266656
1266	0.08701145611
1267	0.08697099695
1268	0.08695382768
1269	0.08692263038
1270	0.08689445941
1271	0.08687556311
1272	0.08686283835
1273	0.08683316495
1274	0.0867983426
1275	0.08678058309
1276	0.0867714281
1277	0.08675503777
1278	0.08673357582
1279	0.08671198614
1280	0.08669970725
1281	0.08669201681
1282	0.08665930588
1283	0.08664440107
1284	0.08662951807
1285	0.08661487317
1286	0.08657492957
1287	0.08655839687
1288	0.08652781353
1289	0.08651370833
1290	0.0864955714
1291	0.08646194626
1292	0.08643165242
1293	0.08640746559
1294	0.0863826401
1295	0.08634486437
1296	0.08632603599
1297	0.08631366947
1298	0.08629811947
1299	0.08627200013
1300	0.08625743417
1301	0.08625131928
1302	0.08623050776
1303	0.0862154191
1304	0.08620253979
1305	0.08618431574
1306	0.08617728196
1307	0.08615731041
1308	0.08614428041
1309	0.08610784453
1310	0.08609229499
1311	0.08606584925
1312	0.08604272775
1313	0.08602376679
1314	0.0860110426
1315	0.08600438836
1316	0.08598481813
1317	0.08596543115
1318	0.08593520386
1319	0.08591648281
1320	0.08589344188
1321	0.08587677386
1322	0.08586831609
1323	0.08584948526
1324	0.08581139525
1325	0.08579848809
1326	0.08578423399
1327	0.08575697887
1328	0.08574008311
1329	0.08572626872
1330	0.08571788879
1331	0.08570594892
1332	0.08568193647
1333	0.08565475177
1334	0.08563886938
1335	0.08560400979
1336	0.08557030961
1337	0.08554388042
1338	0.0855056098
1339	0.08549470795
1340	0.08547722777
1341	0.08545609936
1342	0.08542380237
1343	0.08541031742
1344	0.08539448525
1345	0.08535551539
1346	0.08533691013
1347	0.08531030945
1348	0.08527964075
1349	0.08524698767
1350	0.08522381098
1351	0.08520305559
1352	0.08517820654
1353	0.08514640056
1354	0.08512807944
1355	0.08511674209
1356	0.08509869689
1357	0.08506983123
1358	0.08506071491
1359	0.08503159347
1360	0.08499970527
1361	0.08498776447
1362	0.08497433479
1363	0.08496022858
1364	0.08492352937
1365	0.08491550807
1366	0.08489232047
1367	0.08487306774
1368	0.08485554635
1369	0.08483242344
1370	0.08480902041
1371	0.0847937035
1372	0.08477088294
1373	0.08476306225
1374	0.08474960484
1375	0.08473823065
1376	0.08473161102
1377	0.08471623705
1378	0.08469679368
1379	0.0846806288
1380	0.08465498439
1381	0.08464355418
1382	0.08462605555
1383	0.08461268439
1384	0.08458659459
1385	0.08457556086
1386	0.08455223731
1387	0.08453094755
1388	0.08451563368
1389	0.08450358191
1390	0.0844971114
1391	0.08448386211
1392	0.08447302926
1393	0.08446277629
1394	0.08444999252
1395	0.08443122111
1396	0.08441128227
1397	0.08438594052
1398	0.08437630833
1399	0.0843579913
1400	0.0843405111
1401	0.08432759399
1402	0.08431503033
1403	0.08428677177
1404	0.08427424082
1405	0.08425583867
1406	0.08424379791
1407	0.08422939827
1408	0.08420324842
1409	0.08419171731
1410	0.08415047267
1411	0.08413006358
1412	0.08410073828
1413	0.08408308751
1414	0.08406342326
1415	0.08404323323
1416	0.08403363704
1417	0.08398460095
1418	0.08397577042
1419	0.08396579629
1420	0.08395269197
1421	0.08393706067
1422	0.08392242333
1423	0.08390418859
1424	0.0838923655
1425	0.08387421842
1426	0.08387036145
1427	0.08384780797
1428	0.08381477963
1429	0.08380223828
1430	0.08377617426
1431	0.08374803387
1432	0.08373731234
1433	0.08372593619
1434	0.08369288239
1435	0.08368276449
1436	0.08366405549
1437	0.08363746328
1438	0.08359856499
1439	0.08358568575
1440	0.08355205256
1441	0.08352215435
1442	0.08350216805
1443	0.08349727571
1444	0.08348427304
1445	0.08346614984
1446	0.08344475057
1447	0.08343861054
1448	0.0834088129
1449	0.08338779916
1450	0.08336504019
1451	0.08334905845
1452	0.08333586473
1453	0.08332164217
1454	0.08330941428
1455	0.08330485531
1456	0.08326527214
1457	0.08324459782
1458	0.08322376426
1459	0.08321398953
1460	0.08319913621
1461	0.08318311466
1462	0.08316598711
1463	0.08314680472
1464	0.08313505847
1465	0.08312365806
1466	0.08310531285
1467	0.08307976475
1468	0.08306585357
1469	0.08305180109
1470	0.08303073774
1471	0.08299760814
1472	0.08297906243
1473	0.0829694483
1474	0.08295817759
1475	0.0829465119
1476	0.08292705196
1477	0.08291631267
1478	0.08290414521
1479	0.08289235562
1480	0.08286702844
1481	0.08286048646
1482	0.08284446821
1483	0.08281895095
1484	0.08279618094
1485	0.08278136391
1486	0.08275748566
1487	0.08274769245
1488	0.08273663637
1489	0.0827201862
1490	0.08271316137
1491	0.08269256397
1492	0.08266290139
1493	0.08265240065
1494	0.08263363477
1495	0.0826166813
1496	0.08259180151
1497	0.08258514327
1498	0.08256098157
1499	0.08251458363
1500	0.0824964954
1501	0.0824847596
1502	0.08247867239
1503	0.08246653197
1504	0.08245705677
1505	0.08244215717
